id,name,district,block,lat,lng,capacity_quintals,utilization_pct,operator_phone,registry_source,verified
CS-043,Burdwan Cold Storage #35,Purba Bardhaman,Burdwan,23.2756,87.9149,8865,46,,OGD/WB corridor model (replace with govt CSV),no
CS-044,Burdwan Cold Storage #36,Purba Bardhaman,Burdwan,23.2784,87.8376,12887,73,,OGD/WB corridor model (replace with govt CSV),no
CS-045,Burdwan Cold Storage #37,Purba Bardhaman,Burdwan,23.2791,87.8247,8893,79,,OGD/WB corridor model (replace with govt CSV),no
CS-046,Burdwan Cold Storage #38,Purba Bardhaman,Burdwan,23.1769,87.9144,10075,45,,OGD/WB corridor model (replace with govt CSV),no
CS-047,Burdwan Cold Storage #39,Purba Bardhaman,Burdwan,23.2563,87.9084,6710,46,,OGD/WB corridor model (replace with govt CSV),no
CS-048,Burdwan Cold Storage #40,Purba Bardhaman,Burdwan,23.1992,87.842,8254,81,,OGD/WB corridor model (replace with govt CSV),no
CS-049,Burdwan Cold Storage #41,Purba Bardhaman,Burdwan,23.1884,87.9124,7167,67,,OGD/WB corridor model (replace with govt CSV),no
CS-050,Burdwan Cold Storage #42,Purba Bardhaman,Burdwan,23.2676,87.9123,10801,70,,OGD/WB corridor model (replace with govt CSV),no
CS-051,Burdwan Cold Storage #43,Purba Bardhaman,Burdwan,23.1925,87.8494,8200,79,,OGD/WB corridor model (replace with govt CSV),no
CS-052,Burdwan Cold Storage #44,Purba Bardhaman,Burdwan,23.195,87.812,10220,82,,OGD/WB corridor model (replace with govt CSV),no
CS-053,Burdwan Cold Storage #45,Purba Bardhaman,Burdwan,23.259,87.8033,4732,45,,OGD/WB corridor model (replace with govt CSV),no
CS-054,Burdwan Cold Storage #46,Purba Bardhaman,Burdwan,23.2819,87.8045,6915,77,,OGD/WB corridor model (replace with govt CSV),no
CS-055,Burdwan Cold Storage #47,Purba Bardhaman,Burdwan,23.2641,87.893,9773,82,,OGD/WB corridor model (replace with govt CSV),no
CS-056,Burdwan Cold Storage #48,Purba Bardhaman,Burdwan,23.2156,87.8219,6385,73,,OGD/WB corridor model (replace with govt CSV),no
CS-057,Burdwan Cold Storage #49,Purba Bardhaman,Burdwan,23.224,87.9038,12452,71,,OGD/WB corridor model (replace with govt CSV),no
CS-058,Burdwan Cold Storage #50,Purba Bardhaman,Burdwan,23.194,87.8692,9212,72,,OGD/WB corridor model (replace with govt CSV),no
CS-059,Burdwan Cold Storage #51,Purba Bardhaman,Burdwan,23.2348,87.8829,11538,83,,OGD/WB corridor model (replace with govt CSV),no
CS-060,Burdwan Cold Storage #52,Purba Bardhaman,Burdwan,23.291,87.8962,5988,53,,OGD/WB corridor model (replace with govt CSV),no
CS-061,Burdwan Cold Storage #53,Purba Bardhaman,Burdwan,23.2175,87.8694,4400,71,,OGD/WB corridor model (replace with govt CSV),no
CS-062,Burdwan Cold Storage #54,Purba Bardhaman,Burdwan,23.2482,87.7984,6646,88,,OGD/WB corridor model (replace with govt CSV),no
CS-063,Burdwan Cold Storage #55,Purba Bardhaman,Burdwan,23.2643,87.8044,7774,56,,OGD/WB corridor model (replace with govt CSV),no
CS-064,Burdwan Cold Storage #56,Purba Bardhaman,Burdwan,23.1715,87.8337,10032,71,,OGD/WB corridor model (replace with govt CSV),no
CS-065,Burdwan Cold Storage #57,Purba Bardhaman,Burdwan,23.2799,87.8641,5899,85,,OGD/WB corridor model (replace with govt CSV),no
CS-066,Burdwan Cold Storage #58,Purba Bardhaman,Burdwan,23.2868,87.8146,10954,63,,OGD/WB corridor model (replace with govt CSV),no
CS-067,Burdwan Cold Storage #59,Purba Bardhaman,Burdwan,23.1879,87.8295,9163,82,,OGD/WB corridor model (replace with govt CSV),no
CS-068,Burdwan Cold Storage #60,Purba Bardhaman,Burdwan,23.1961,87.8911,4229,77,,OGD/WB corridor model (replace with govt CSV),no
CS-069,Burdwan Cold Storage #61,Purba Bardhaman,Burdwan,23.1693,87.8826,12014,79,,OGD/WB corridor model (replace with govt CSV),no
CS-070,Burdwan Cold Storage #62,Purba Bardhaman,Burdwan,23.2118,87.8588,11354,75,,OGD/WB corridor model (replace with govt CSV),no
CS-071,Burdwan Cold Storage #63,Purba Bardhaman,Burdwan,23.2766,87.9101,9873,81,,OGD/WB corridor model (replace with govt CSV),no
CS-072,Burdwan Cold Storage #64,Purba Bardhaman,Burdwan,23.2119,87.8495,10355,48,,OGD/WB corridor model (replace with govt CSV),no
CS-073,Burdwan Cold Storage #65,Purba Bardhaman,Burdwan,23.2856,87.8312,12945,52,,OGD/WB corridor model (replace with govt CSV),no
CS-074,Burdwan Cold Storage #66,Purba Bardhaman,Burdwan,23.2443,87.8334,11614,83,,OGD/WB corridor model (replace with govt CSV),no
CS-075,Burdwan Cold Storage #67,Purba Bardhaman,Burdwan,23.1986,87.8842,4249,63,,OGD/WB corridor model (replace with govt CSV),no
CS-076,Burdwan Cold Storage #68,Purba Bardhaman,Burdwan,23.2196,87.8881,10417,77,,OGD/WB corridor model (replace with govt CSV),no
CS-077,Burdwan Cold Storage #69,Purba Bardhaman,Burdwan,23.2,87.8197,4260,86,,OGD/WB corridor model (replace with govt CSV),no
CS-078,Burdwan Cold Storage #70,Purba Bardhaman,Burdwan,23.2794,87.8564,5895,87,,OGD/WB corridor model (replace with govt CSV),no
CS-079,Burdwan Cold Storage #71,Purba Bardhaman,Burdwan,23.2638,87.879,8770,53,,OGD/WB corridor model (replace with govt CSV),no
CS-080,Burdwan Cold Storage #72,Purba Bardhaman,Burdwan,23.2043,87.8295,6294,49,,OGD/WB corridor model (replace with govt CSV),no
CS-081,Burdwan Cold Storage #73,Purba Bardhaman,Burdwan,23.2474,87.8404,12639,56,,OGD/WB corridor model (replace with govt CSV),no
CS-082,Burdwan Cold Storage #74,Purba Bardhaman,Burdwan,23.2384,87.8732,10567,68,,OGD/WB corridor model (replace with govt CSV),no
CS-083,Burdwan Cold Storage #75,Purba Bardhaman,Burdwan,23.266,87.8528,4788,45,,OGD/WB corridor model (replace with govt CSV),no
CS-084,Burdwan Cold Storage #76,Purba Bardhaman,Burdwan,23.175,87.8801,5060,57,,OGD/WB corridor model (replace with govt CSV),no
CS-085,Burdwan Cold Storage #77,Purba Bardhaman,Burdwan,23.2243,87.8749,6454,65,,OGD/WB corridor model (replace with govt CSV),no
CS-086,Burdwan Cold Storage #78,Purba Bardhaman,Burdwan,23.2029,87.822,12283,45,,OGD/WB corridor model (replace with govt CSV),no
CS-087,Asansol Cold Storage #1,Paschim Bardhaman,Asansol,23.6951,86.945,5701,45,,OGD/WB corridor model (replace with govt CSV),no
CS-088,Asansol Cold Storage #2,Paschim Bardhaman,Asansol,23.6808,86.9161,7586,81,,OGD/WB corridor model (replace with govt CSV),no
CS-089,Asansol Cold Storage #3,Paschim Bardhaman,Asansol,23.6214,86.9874,5111,90,,OGD/WB corridor model (replace with govt CSV),no
CS-090,Asansol Cold Storage #4,Paschim Bardhaman,Asansol,23.7035,87.012,4768,64,,OGD/WB corridor model (replace with govt CSV),no
CS-091,Asansol Cold Storage #5,Paschim Bardhaman,Asansol,23.6721,86.9357,11517,61,,OGD/WB corridor model (replace with govt CSV),no
CS-092,Asansol Cold Storage #6,Paschim Bardhaman,Asansol,23.6486,86.9664,11329,85,,OGD/WB corridor model (replace with govt CSV),no
CS-093,Asansol Cold Storage #7,Paschim Bardhaman,Asansol,23.657,86.9125,6396,51,,OGD/WB corridor model (replace with govt CSV),no
CS-094,Asansol Cold Storage #8,Paschim Bardhaman,Asansol,23.6189,86.9649,6091,81,,OGD/WB corridor model (replace with govt CSV),no
CS-095,Asansol Cold Storage #9,Paschim Bardhaman,Asansol,23.6313,86.9686,9190,83,,OGD/WB corridor model (replace with govt CSV),no
CS-096,Asansol Cold Storage #10,Paschim Bardhaman,Asansol,23.6296,86.9819,5177,59,,OGD/WB corridor model (replace with govt CSV),no
CS-097,Asansol Cold Storage #11,Paschim Bardhaman,Asansol,23.6876,86.9216,6641,63,,OGD/WB corridor model (replace with govt CSV),no
CS-098,Asansol Cold Storage #12,Paschim Bardhaman,Asansol,23.6811,86.9442,10589,51,,OGD/WB corridor model (replace with govt CSV),no
CS-099,Asansol Cold Storage #13,Paschim Bardhaman,Asansol,23.7216,86.9889,5913,60,,OGD/WB corridor model (replace with govt CSV),no
CS-100,Asansol Cold Storage #14,Paschim Bardhaman,Asansol,23.7039,86.9785,8771,48,,OGD/WB corridor model (replace with govt CSV),no
CS-101,Asansol Cold Storage #15,Paschim Bardhaman,Asansol,23.706,86.9734,8788,56,,OGD/WB corridor model (replace with govt CSV),no
CS-102,Asansol Cold Storage #16,Paschim Bardhaman,Asansol,23.6369,86.9271,7235,57,,OGD/WB corridor model (replace with govt CSV),no
CS-103,Asansol Cold Storage #17,Paschim Bardhaman,Asansol,23.6933,86.9895,8686,77,,OGD/WB corridor model (replace with govt CSV),no
CS-104,Asansol Cold Storage #18,Paschim Bardhaman,Asansol,23.6735,87.0109,6528,76,,OGD/WB corridor model (replace with govt CSV),no
CS-105,Asansol Cold Storage #19,Paschim Bardhaman,Asansol,23.7264,86.9532,9951,78,,OGD/WB corridor model (replace with govt CSV),no
CS-106,Asansol Cold Storage #20,Paschim Bardhaman,Asansol,23.7134,86.9124,11847,89,,OGD/WB corridor model (replace with govt CSV),no
CS-107,Asansol Cold Storage #21,Paschim Bardhaman,Asansol,23.7019,86.9345,12755,53,,OGD/WB corridor model (replace with govt CSV),no
CS-108,Asansol Cold Storage #22,Paschim Bardhaman,Asansol,23.7024,86.9053,8759,56,,OGD/WB corridor model (replace with govt CSV),no
CS-109,Asansol Cold Storage #23,Paschim Bardhaman,Asansol,23.7126,86.8966,6841,61,,OGD/WB corridor model (replace with govt CSV),no
CS-110,Asansol Cold Storage #24,Paschim Bardhaman,Asansol,23.688,86.9543,10644,86,,OGD/WB corridor model (replace with govt CSV),no
CS-111,Asansol Cold Storage #25,Paschim Bardhaman,Asansol,23.6273,86.9231,8158,64,,OGD/WB corridor model (replace with govt CSV),no
CS-112,Asansol Cold Storage #26,Paschim Bardhaman,Asansol,23.7094,86.9764,10815,65,,OGD/WB corridor model (replace with govt CSV),no
CS-113,Asansol Cold Storage #27,Paschim Bardhaman,Asansol,23.6233,86.9239,6126,79,,OGD/WB corridor model (replace with govt CSV),no
CS-114,Asansol Cold Storage #28,Paschim Bardhaman,Asansol,23.7258,86.8935,4946,52,,OGD/WB corridor model (replace with govt CSV),no
CS-115,Asansol Cold Storage #29,Paschim Bardhaman,Asansol,23.637,86.953,4236,67,,OGD/WB corridor model (replace with govt CSV),no
CS-116,Asansol Cold Storage #30,Paschim Bardhaman,Asansol,23.6836,86.9668,10609,76,,OGD/WB corridor model (replace with govt CSV),no
CS-117,Asansol Cold Storage #31,Paschim Bardhaman,Asansol,23.6164,86.9796,10071,76,,OGD/WB corridor model (replace with govt CSV),no
CS-118,Asansol Cold Storage #32,Paschim Bardhaman,Asansol,23.7214,86.9368,8911,46,,OGD/WB corridor model (replace with govt CSV),no
CS-119,Asansol Cold Storage #33,Paschim Bardhaman,Asansol,23.6944,86.9273,7695,59,,OGD/WB corridor model (replace with govt CSV),no
CS-120,Asansol Cold Storage #34,Paschim Bardhaman,Asansol,23.636,86.9749,7228,80,,OGD/WB corridor model (replace with govt CSV),no
CS-121,Asansol Cold Storage #35,Paschim Bardhaman,Asansol,23.6556,86.9062,9385,82,,OGD/WB corridor model (replace with govt CSV),no
CS-122,Asansol Cold Storage #36,Paschim Bardhaman,Asansol,23.6123,86.9352,4038,72,,OGD/WB corridor model (replace with govt CSV),no
CS-123,Asansol Cold Storage #37,Paschim Bardhaman,Asansol,23.6591,86.9139,5413,82,,OGD/WB corridor model (replace with govt CSV),no
CS-124,Asansol Cold Storage #38,Paschim Bardhaman,Asansol,23.6819,86.965,8595,79,,OGD/WB corridor model (replace with govt CSV),no
CS-125,Asansol Cold Storage #39,Paschim Bardhaman,Asansol,23.7189,86.9258,8891,45,,OGD/WB corridor model (replace with govt CSV),no
CS-126,Asansol Cold Storage #40,Paschim Bardhaman,Asansol,23.6954,86.9865,5703,69,,OGD/WB corridor model (replace with govt CSV),no
CS-127,Asansol Cold Storage #41,Paschim Bardhaman,Asansol,23.653,86.9887,9364,62,,OGD/WB corridor model (replace with govt CSV),no
CS-128,Asansol Cold Storage #42,Paschim Bardhaman,Asansol,23.6468,86.984,8314,50,,OGD/WB corridor model (replace with govt CSV),no
CS-129,Asansol Cold Storage #43,Paschim Bardhaman,Asansol,23.7,86.9999,11740,77,,OGD/WB corridor model (replace with govt CSV),no
CS-130,Asansol Cold Storage #44,Paschim Bardhaman,Asansol,23.6369,86.9595,12235,72,,OGD/WB corridor model (replace with govt CSV),no
CS-131,Asansol Cold Storage #45,Paschim Bardhaman,Asansol,23.6193,86.9746,10094,68,,OGD/WB corridor model (replace with govt CSV),no
CS-132,Asansol Cold Storage #46,Paschim Bardhaman,Asansol,23.7175,86.9663,7880,53,,OGD/WB corridor model (replace with govt CSV),no
CS-133,Asansol Cold Storage #47,Paschim Bardhaman,Asansol,23.6954,86.9944,4703,59,,OGD/WB corridor model (replace with govt CSV),no
CS-134,Asansol Cold Storage #48,Paschim Bardhaman,Asansol,23.6894,86.9931,10655,64,,OGD/WB corridor model (replace with govt CSV),no
CS-135,Asansol Cold Storage #49,Paschim Bardhaman,Asansol,23.6381,86.9679,10245,76,,OGD/WB corridor model (replace with govt CSV),no
CS-136,Asansol Cold Storage #50,Paschim Bardhaman,Asansol,23.649,86.9895,5332,75,,OGD/WB corridor model (replace with govt CSV),no
CS-137,Asansol Cold Storage #51,Paschim Bardhaman,Asansol,23.7249,86.9239,5939,62,,OGD/WB corridor model (replace with govt CSV),no
CS-138,Asansol Cold Storage #52,Paschim Bardhaman,Asansol,23.6341,86.9412,10213,82,,OGD/WB corridor model (replace with govt CSV),no
CS-139,Chinsurah Cold Storage #1,Hooghly,Chinsurah,22.9416,88.4535,10833,71,,OGD/WB corridor model (replace with govt CSV),no
CS-140,Chinsurah Cold Storage #2,Hooghly,Chinsurah,22.9402,88.4326,10822,75,,OGD/WB corridor model (replace with govt CSV),no
CS-141,Chinsurah Cold Storage #3,Hooghly,Chinsurah,22.8984,88.443,12487,53,,OGD/WB corridor model (replace with govt CSV),no
CS-142,Chinsurah Cold Storage #4,Hooghly,Chinsurah,22.8556,88.3884,6145,54,,OGD/WB corridor model (replace with govt CSV),no
CS-143,Chinsurah Cold Storage #5,Hooghly,Chinsurah,22.893,88.3983,5444,58,,OGD/WB corridor model (replace with govt CSV),no
CS-144,Chinsurah Cold Storage #6,Hooghly,Chinsurah,22.8599,88.4169,7179,58,,OGD/WB corridor model (replace with govt CSV),no
CS-145,Chinsurah Cold Storage #7,Hooghly,Chinsurah,22.9605,88.4073,11984,65,,OGD/WB corridor model (replace with govt CSV),no
CS-146,Chinsurah Cold Storage #8,Hooghly,Chinsurah,22.8509,88.3523,7107,48,,OGD/WB corridor model (replace with govt CSV),no
CS-147,Chinsurah Cold Storage #9,Hooghly,Chinsurah,22.8879,88.3548,8403,71,,OGD/WB corridor model (replace with govt CSV),no
CS-148,Chinsurah Cold Storage #10,Hooghly,Chinsurah,22.901,88.3796,12508,56,,OGD/WB corridor model (replace with govt CSV),no
CS-149,Chinsurah Cold Storage #11,Hooghly,Chinsurah,22.9277,88.3515,10722,79,,OGD/WB corridor model (replace with govt CSV),no
CS-150,Chinsurah Cold Storage #12,Hooghly,Chinsurah,22.8464,88.4066,11071,78,,OGD/WB corridor model (replace with govt CSV),no
CS-151,Chinsurah Cold Storage #13,Hooghly,Chinsurah,22.8919,88.3453,11435,82,,OGD/WB corridor model (replace with govt CSV),no
CS-152,Chinsurah Cold Storage #14,Hooghly,Chinsurah,22.8615,88.3589,11192,79,,OGD/WB corridor model (replace with govt CSV),no
CS-153,Chinsurah Cold Storage #15,Hooghly,Chinsurah,22.884,88.4615,9372,47,,OGD/WB corridor model (replace with govt CSV),no
CS-154,Chinsurah Cold Storage #16,Hooghly,Chinsurah,22.8969,88.449,11475,65,,OGD/WB corridor model (replace with govt CSV),no
CS-155,Chinsurah Cold Storage #17,Hooghly,Chinsurah,22.9138,88.4503,12610,52,,OGD/WB corridor model (replace with govt CSV),no
CS-156,Chinsurah Cold Storage #18,Hooghly,Chinsurah,22.9501,88.4501,9901,54,,OGD/WB corridor model (replace with govt CSV),no
CS-157,Chinsurah Cold Storage #19,Hooghly,Chinsurah,22.8954,88.3884,12463,61,,OGD/WB corridor model (replace with govt CSV),no
CS-158,Chinsurah Cold Storage #20,Hooghly,Chinsurah,22.9134,88.3604,5607,81,,OGD/WB corridor model (replace with govt CSV),no
CS-159,Chinsurah Cold Storage #21,Hooghly,Chinsurah,22.9141,88.37,6613,62,,OGD/WB corridor model (replace with govt CSV),no
CS-160,Chinsurah Cold Storage #22,Hooghly,Chinsurah,22.928,88.3493,5724,68,,OGD/WB corridor model (replace with govt CSV),no
CS-161,Chinsurah Cold Storage #23,Hooghly,Chinsurah,22.9329,88.3533,10763,67,,OGD/WB corridor model (replace with govt CSV),no
CS-162,Chinsurah Cold Storage #24,Hooghly,Chinsurah,22.9274,88.3446,4719,68,,OGD/WB corridor model (replace with govt CSV),no
CS-163,Chinsurah Cold Storage #25,Hooghly,Chinsurah,22.9222,88.4466,6678,79,,OGD/WB corridor model (replace with govt CSV),no
CS-164,Chinsurah Cold Storage #26,Hooghly,Chinsurah,22.9392,88.3792,5814,70,,OGD/WB corridor model (replace with govt CSV),no
CS-165,Chinsurah Cold Storage #27,Hooghly,Chinsurah,22.9157,88.3588,11626,51,,OGD/WB corridor model (replace with govt CSV),no
CS-166,Chinsurah Cold Storage #28,Hooghly,Chinsurah,22.9354,88.4179,5783,88,,OGD/WB corridor model (replace with govt CSV),no
CS-167,Chinsurah Cold Storage #29,Hooghly,Chinsurah,22.9174,88.3861,10639,70,,OGD/WB corridor model (replace with govt CSV),no
CS-168,Chinsurah Cold Storage #30,Hooghly,Chinsurah,22.8939,88.377,8451,84,,OGD/WB corridor model (replace with govt CSV),no
CS-169,Chinsurah Cold Storage #31,Hooghly,Chinsurah,22.8551,88.409,11141,68,,OGD/WB corridor model (replace with govt CSV),no
CS-170,Chinsurah Cold Storage #32,Hooghly,Chinsurah,22.8559,88.3998,10147,59,,OGD/WB corridor model (replace with govt CSV),no
CS-171,Chinsurah Cold Storage #33,Hooghly,Chinsurah,22.9364,88.352,11791,65,,OGD/WB corridor model (replace with govt CSV),no
CS-172,Chinsurah Cold Storage #34,Hooghly,Chinsurah,22.8921,88.4444,8437,84,,OGD/WB corridor model (replace with govt CSV),no
CS-173,Chinsurah Cold Storage #35,Hooghly,Chinsurah,22.936,88.3566,12788,83,,OGD/WB corridor model (replace with govt CSV),no
CS-174,Chinsurah Cold Storage #36,Hooghly,Chinsurah,22.871,88.4283,11268,46,,OGD/WB corridor model (replace with govt CSV),no
CS-175,Chinsurah Cold Storage #37,Hooghly,Chinsurah,22.8513,88.3593,7110,68,,OGD/WB corridor model (replace with govt CSV),no
CS-176,Chinsurah Cold Storage #38,Hooghly,Chinsurah,22.867,88.396,11236,73,,OGD/WB corridor model (replace with govt CSV),no
CS-177,Chinsurah Cold Storage #39,Hooghly,Chinsurah,22.859,88.4263,7172,57,,OGD/WB corridor model (replace with govt CSV),no
CS-178,Chinsurah Cold Storage #40,Hooghly,Chinsurah,22.9356,88.4323,6785,89,,OGD/WB corridor model (replace with govt CSV),no
CS-179,Chinsurah Cold Storage #41,Hooghly,Chinsurah,22.8935,88.4285,5448,46,,OGD/WB corridor model (replace with govt CSV),no
CS-180,Chinsurah Cold Storage #42,Hooghly,Chinsurah,22.8462,88.427,6070,48,,OGD/WB corridor model (replace with govt CSV),no
CS-181,Chinsurah Cold Storage #43,Hooghly,Chinsurah,22.8621,88.4271,8197,90,,OGD/WB corridor model (replace with govt CSV),no
CS-182,Chinsurah Cold Storage #44,Hooghly,Chinsurah,22.8919,88.432,12435,52,,OGD/WB corridor model (replace with govt CSV),no
CS-183,Chinsurah Cold Storage #45,Hooghly,Chinsurah,22.9551,88.3971,5941,58,,OGD/WB corridor model (replace with govt CSV),no
CS-184,Chinsurah Cold Storage #46,Hooghly,Chinsurah,22.8702,88.4378,7262,64,,OGD/WB corridor model (replace with govt CSV),no
CS-185,Chinsurah Cold Storage #47,Hooghly,Chinsurah,22.8637,88.4204,7210,48,,OGD/WB corridor model (replace with govt CSV),no
CS-186,Chinsurah Cold Storage #48,Hooghly,Chinsurah,22.9215,88.4571,12672,57,,OGD/WB corridor model (replace with govt CSV),no
CS-187,Bankura Cold Storage #1,Bankura,Bankura,23.1798,87.0162,7098,72,,OGD/WB corridor model (replace with govt CSV),no
CS-188,Bankura Cold Storage #2,Bankura,Bankura,23.2654,87.0887,10783,49,,OGD/WB corridor model (replace with govt CSV),no
CS-189,Bankura Cold Storage #3,Bankura,Bankura,23.2454,87.0724,5623,71,,OGD/WB corridor model (replace with govt CSV),no
CS-190,Bankura Cold Storage #4,Bankura,Bankura,23.1836,87.0725,4129,55,,OGD/WB corridor model (replace with govt CSV),no
CS-191,Bankura Cold Storage #5,Bankura,Bankura,23.2761,87.0911,7869,86,,OGD/WB corridor model (replace with govt CSV),no
CS-192,Bankura Cold Storage #6,Bankura,Bankura,23.2556,87.1131,5705,50,,OGD/WB corridor model (replace with govt CSV),no
CS-193,Bankura Cold Storage #7,Bankura,Bankura,23.1751,87.0525,9061,84,,OGD/WB corridor model (replace with govt CSV),no
CS-194,Bankura Cold Storage #8,Bankura,Bankura,23.2199,87.113,9419,87,,OGD/WB corridor model (replace with govt CSV),no
CS-195,Bankura Cold Storage #9,Bankura,Bankura,23.2778,87.0106,8882,70,,OGD/WB corridor model (replace with govt CSV),no
